Gemeinde;AGS;Mietenstufe
Groß Düben;14626120;1
Großdubrau;14625160;1
Großenhain;14627060;1
Großharthau;14625170;1
Großhartmannsdorf;14522200;1
Großnaundorf;14625180;1
Großolbersdorf;14521240;1
Großpösna;14729190;2
Großpostwitz/O.L.;14625190;1
Großröhrsdorf;14625200;1
Großrückerswalde;14521250;1
Großschirma;14522210;1
Großschönau;14626140;1
Großschweidnitz;14626150;1
Großweitzschen;14522220;1
Grünbach;14523130;1
Grünhain-Beierfeld;14521260;1
Grünhainichen;14521270;1
Hähnichen;14626160;1
Hainewalde;14626170;1
Hainichen;14522230;1
Halsbrücke;14522240;1
Hartenstein;14524090;1
Hartha;14522250;1
Hartmannsdorf;14522260;1
Hartmannsdorf b. Kirchberg;14524100;1
Hartmannsdorf-Reichenau;14628150;1
Haselbachtal;14625220;1
Heidenau;14628160;2
Heidersdorf;14521280;1
Heinsdorfergrund;14523150;1
Hermsdorf/Erzgeb.;14628170;1
Herrnhut;14626180;1
Hirschfeld;14524110;1
Hirschstein;14627070;1
Hochkirch;14625230;1
Hohendubrau;14626190;1
Hohenstein-Ernstthal;14524120;2
Hohndorf;14521290;1
Hohnstein;14628190;1
Horka;14626200;1
Hoyerswerda;14625240;2
Jahnsdorf/Erzgeb.;14521310;1
Jesewitz;14730140;1
Johanngeorgenstadt;14521320;1
Jöhstadt;14521330;1
Jonsdorf;14626210;1
Käbschütztal;14627080;1
Kamenz;14625250;2
Kirchberg;14524130;1
Kitzscher;14729220;2
Klingenberg;14628205;1
Klingenthal;14523160;1
Klipphausen;14627100;1
Kodersdorf;14626230;1
Königsbrück;14625270;1
Königsfeld;14522280;1
Königshain;14626240;1
Königshain-Wiederau;14522290;1
Königstein/Sächs. Schw.;14628210;1
Königswalde;14521340;1
Königswartha;14625280;1
Kottmar;14626245;1
Krauschwitz;14626250;1
Kreba-Neudorf;14626260;1
Kreischa;14628220;1
Kriebstein;14522300;1
Krostitz;14730150;1
Kubschütz;14625290;1
Lampertswalde;14627110;1
Langenbernsdorf;14524140;1
Langenweißbach;14524150;1
Laußig;14730160;1
Laußnitz;14625300;1
Lauta;14625310;1
Lauter-Bernsbach;14521355;1
Lawalde;14626270;1
Leipzig;14713000;2
Leisnig;14522310;1
Lengenfeld;14523170;1
Leubsdorf;14522320;1
Leutersdorf;14626280;1
Lichtenau;14522330;1
Lichtenberg;14625320;1
Lichtenberg/Erzgeb.;14522340;1
Lichtenstein/Sa.;14524160;1
Lichtentanne;14524170;1
Liebschützberg;14730170;1
Liebstadt;14628230;1
Limbach;14523190;1
Limbach-Oberfrohna;14524180;2
Löbau;14626290;1
Löbnitz;14730180;1
Lohmen;14628240;1
Lohsa;14625330;1
Lommatzsch;14627130;1
Lossatal;14729245;2
Lößnitz;14521370;1
Lugau/Erzgeb.;14521380;1
Lunzenau;14522350;1
Machern;14729250;2
Malschwitz;14625340;1
Marienberg;14521390;1
Markersdorf;14626300;1
Markkleeberg;14729260;3
Markneukirchen;14523200;1
Markranstädt;14729270;2
Meerane;14524190;1
Meißen;14627140;2
Mildenau;14521400;1
Mittelherwigsdorf;14626310;1
Mittweida;14522360;2
Mockrehna;14730190;1
Moritzburg;14627150;1
Mücka;14626320;1
Mügeln;14730200;1
Müglitztal;14628250;1
Mühlau;14522380;1
Mühlental;14523230;1
Mulda/Sa.;14522390;1
Muldenhammer;14523245;1
Mülsen;14524200;1
Naundorf;14730210;1
Naunhof;14729300;2
Nebelschütz;14625350;1
Neißeaue;14626330;1
Neschwitz;14625360;1
Netzschkau;14523260;1
Neuensalz;14523270;1
Neuhausen/Erzgeb.;14522400;1
Neukieritzsch;14729320;2
Neukirch;14625370;1
Neukirch/Lausitz;14625380;1
Neukirchen/Erzgeb.;14521410;1
Neukirchen/Pleiße;14524210;1
Neumark;14523280;1
Neusalza-Spremberg;14626350;1
Neustadt i. Sa.;14628260;2
Neustadt/Vogtl.;14523290;1
Niederau;14627170;1
Niederdorf;14521420;1
Niederfrohna;14524220;1
Niederwiesa;14522420;1
Niederwürschnitz;14521430;1
Niesky;14626370;1
Nossen;14627180;1
Nünchritz;14627190;1
Obergurig;14625390;1
Oberlungwitz;14524230;1
Oberschöna;14522430;1
Oberwiera;14524240;1
Oberwiesenthal;14521440;1
Oderwitz;14626390;1
Oederan;14522440;1
Oelsnitz/Erzgeb.;14521450;1
Oelsnitz/Vogtl.;14523300;1
Ohorn;14625410;1
Olbernhau;14521460;1
Olbersdorf;14626400;1
Oppach;14626410;1
Oschatz;14730230;2
Oßling;14625420;1
Ostrau;14522450;1
Ostritz;14626420;1
Ottendorf-Okrilla;14625430;1
Otterwisch;14729330;2
Oybin;14626430;1
Panschwitz-Kuckau;14625440;1
Parthenstein;14729340;2
Pausa-Mühltroff;14523310;1
Pegau;14729350;2
Penig;14522460;1
Pirna;14628270;2
Plauen;14523320;1
Pockau-Lengefeld;14521495;1
Pöhl;14523330;1
Priestewitz;14627200;1
Pulsnitz;14625450;1
Puschwitz;14625460;1
Quitzdorf am See;14626440;1
Rabenau;14628300;1
Räckelwitz;14625470;1
Rackwitz;14730250;1
Radeberg;14625480;2
Radebeul;14627210;3
Radeburg;14627220;1
Radibor;14625490;1
Ralbitz-Rosenthal;14625500;1
Rammenau;14625510;1
Raschau-Markersbach;14521500;1
Rathen;14628310;1
Rathmannsdorf;14628320;1
Rechenberg-Bienenmühle;14522470;1
Regis-Breitingen;14729360;2
Reichenbach im Vogtland;14523340;1
Reichenbach/O.L.;14626450;1
Reinhardtsdorf-Schöna;14628330;1
Reinsberg;14522480;1
Reinsdorf;14524250;1
Remse;14524260;1
Riesa;14627230;2
Rietschen;14626460;1
Rochlitz;14522490;1
Röderaue;14627240;1
Rodewisch;14523360;1
Rosenbach;14626470;1
Rosenbach/Vogtl.;14523365;1
Rosenthal-Bielatal;14628340;1
Rossau;14522500;1
Roßwein;14522510;1
Rötha;14729370;2
Rothenburg/O.L.;14626480;1
Sayda;14522520;1
Scheibenberg;14521510;1
Schirgiswalde-Kirschau;14625525;1
Schkeuditz;14730270;2
Schleife;14626490;1
Schlettau;14521520;1
Schmölln-Putzkau;14625530;1
Schneeberg;14521530;1
Schönau-Berzdorf a. d. Eigen;14626500;1
Schönbach;14626510;1
Schönberg;14524270;1
Schöneck/Vogtl.;14523370;1
Schönfeld;14627250;1
Schönheide;14521540;1
Schönwölkau;14730280;1
Schöpstal;14626520;1
Schwarzenberg/Erzgeb.;14521550;1
Schwepnitz;14625550;1
Sebnitz;14628360;1
Seelitz;14522530;1
Sehmatal;14521560;1
Seiffen/Erzgeb.;14521570;1
Seifhennersdorf;14626530;1
Sohland a. d. Spree;14625560;1
Spreetal;14625570;1
St. Egidien;14524280;1
Stadt Wehlen;14628370;1
Stauchitz;14627260;1
Steina;14625580;1
Steinberg;14523380;1
Steinigtwolmsdorf;14625590;1
Stollberg/Erzgeb.;14521590;2
Stolpen;14628380;1
Strehla;14627270;1
Striegistal;14522540;1
Struppen;14628390;1
Stützengrün;14521600;1
Tannenberg;14521610;1
Taucha;14730300;3
Taura;14522550;1
Thalheim/Erzgeb.;14521620;1
Thallwitz;14729380;2
Tharandt;14628400;1
Thermalbad Wiesenbad;14521630;1
Theuma;14523410;1
Thiendorf;14627290;1
Thum;14521640;1
Tirpersdorf;14523420;1
Torgau;14730310;1
Trebendorf;14626560;1
Trebsen/Mulde;14729400;2
Treuen;14523430;1
Triebel/Vogtl.;14523440;1
Trossin;14730320;1
Vierkirchen;14626570;1
Wachau;14625600;1
Waldenburg;14524290;1
Waldheim;14522570;1
Waldhufen;14626580;1
Wechselburg;14522580;1
Weinböhla;14627310;2
Weischlitz;14523450;1
Weißenberg;14625610;1
Weißenborn/Erzgeb.;14522590;1
Weißkeißel;14626590;1
Weißwasser/O.L.;14626600;2
Werda;14523460;1
Werdau;14524300;1
Wermsdorf;14730330;1
Wiedemar;14730340;1
Wildenfels;14524310;1
Wilkau-Haßlau;14524320;1
Wilsdruff;14628410;2
Wilthen;14625630;1
Wittichenau;14625640;1
Wolkenstein;14521670;1
Wülknitz;14627340;1
Wurzen;14729410;1
Zeithain;14627360;1
Zettlitz;14522600;1
Zittau;14626610;1
Zschaitz-Ottewig;14522620;1
Zschepplin;14730360;1
Zschopau;14521690;1
Zschorlau;14521700;1
Zwenkau;14729430;2
Zwickau;14524330;2
Zwönitz;14521710;1
Ahlsdorf;15087010;1
Aken ;15082005;2
Aland;15090003;1
Allstedt;15087015;1
Alsleben ;15089005;2
Altenhausen;15083020;1
Altmärkische Höhe;15090007;1
Altmärkische Wische;15090008;1
Am Großen Bruch;15083025;1
An der Poststraße;15084012;1
Angern;15083030;1
Annaburg;15091010;1
Apenburg-Winterfeld;15081026;1
Arendsee ;15081030;1
Arneburg;15090010;1
Arnstein;15087031;1
Aschersleben;15089015;2
Ausleben;15083035;1
Bad Bibra;15084015;1
Bad Dürrenberg;15088020;2
Bad Lauchstädt;15088025;2
Bad Schmiedeberg;15091020;1
Balgstädt;15084025;1
Ballenstedt;15085040;1
Barby;15089026;2
Barleben;15083040;1
Barnstädt;15088030;2
Beendorf;15083060;1
Beetzendorf;15081045;1
Benndorf;15087045;1
Berga;15087055;1
Bernburg ;15089030;2
Biederitz;15086005;2
Bismark ;15090070;1
Bitterfeld-Wolfen;15082015;3
Blankenburg ;15085055;1
Blankenheim;15087070;1
Bördeaue;15089041;2
Börde-Hakel;15089043;2
Bördeland;15089042;2
Borne;15089045;2
Bornstedt;15087075;1
Braunsbedra;15088065;2
Brücken-Hackpfüffel;15087101;1
Bülstringen;15083115;1
Burg;15086015;2
Burgstall;15083120;1
Calbe ;15089055;2
Calvörde;15083125;1
Colbitz;15083130;1
Coswig ;15091060;1
Dähre;15081095;1
Dessau-Roßlau;15001000;3
Diesdorf;15081105;1
Ditfurt;15085090;1
Droyßig;15084115;1
Eckartsberga;15084125;1
Edersleben;15087125;1
Egeln;15089075;2
Eichstedt ;15090135;1
Eilsleben;15083190;1
Eisleben;15087130;2
Elbe-Parey;15086035;2
Elsteraue;15084130;1
Erxleben;15083205;1
Falkenstein/Harz;15085110;1
Farnstädt;15088100;2
Finne;15084132;1
Finneland;15084133;1
Flechtingen;15083230;1
Freyburg ;15084135;1
Gardelegen;15081135;1
Genthin;15086040;2
Gerbstedt;15087165;1
Giersleben;15089130;2
Gleina;15084150;1
Goldbeck;15090180;1
Gommern;15086055;1
Goseck;15084170;1
Gräfenhainichen;15091110;2
Gröningen;15083245;1
Groß Quenstedt;15085125;1
Güsten;15089165;2
Gutenborn;15084207;1
Halberstadt;15085135;2
Haldensleben;15083270;2
Halle ;15002000;3
Harbke;15083275;1
Harsleben;15085140;1
Harzgerode;15085145;1
Hassel;15090220;1
Havelberg;15090225;1
Hecklingen;15089175;2
Hedersleben;15085160;1
Helbra;15087205;1
Hergisdorf;15087210;1
Hettstedt;15087220;2
Hohe Börde;15083298;2
Hohenberg-Krusemark;15090245;1
Hohenmölsen;15084235;1
Hötensleben;15083320;1
Huy;15085185;1
Iden;15090270;1
Ilberstedt;15089185;2
Ilsenburg ;15085190;1
Ingersleben;15083323;1
Jerichow;15086080;2
Jessen ;15091145;2
Jübar;15081225;1
Kabelsketal;15088150;2
Kaiserpfalz;15084246;1
Kalbe ;15081240;1
Kamern;15090285;1
Karsdorf;15084250;1
Kelbra ;15087250;1
Kemberg;15091160;1
Klietz;15090310;1
Klostermansfeld;15087260;1
Klötze;15081280;1
Könnern;15089195;2
Köthen ;15082180;3
Kretzschau;15084275;1
Kroppenstedt;15083355;1
Kuhfelde;15081290;1
Landsberg;15088195;1
Lanitz-Hassel-Tal;15084282;1
Laucha an der Unstrut;15084285;1
Leuna;15088205;2
Loitsche-Heinrichsberg;15083361;1
Lützen;15084315;1
Magdeburg;15003000;3
Mansfeld;15087275;1
Meineweh;15084013;1
Merseburg;15088220;3
Mertendorf;15084335;1
Möckern;15086140;1
Molauer Land;15084341;1
Möser;15086145;2
Mücheln ;15088235;2
Muldestausee;15082241;2
Naumburg ;15084355;3
Nebra ;15084360;1
Nemsdorf-Göhrendorf;15088250;2
Niedere Börde;15083390;1
Nienburg ;15089235;2
Nordharz;15085227;1
Oberharz am Brocken;15085228;2
Obhausen;15088265;2
Oebisfelde-Weferlingen;15083411;2
Oranienbaum-Wörlitz;15091241;1
Oschersleben ;15083415;2
Osterburg ;15090415;1
Osterfeld;15084375;1
Osternienburger Land;15082256;2
Osterwieck;15085230;1
Petersberg;15088295;2
Plötzkau;15089245;2
Quedlinburg;15085235;2
Querfurt;15088305;2
Raguhn-Jeßnitz;15082301;2
Rochau;15090435;1
Rogätz;15083440;1
Rohrberg;15081440;1
Salzatal;15088319;2
Salzwedel;15081455;2
Sandau ;15090445;1
Sandersdorf-Brehna;15082340;2
Sangerhausen;15087370;2
Schkopau;15088330;3
Schnaudertal;15084442;1
Schollene;15090485;1
Schönburg;15084445;1
Schönebeck ;15089305;2
Schönhausen ;15090500;1
Schraplau;15088340;2
Schwanebeck;15085285;1
Seegebiet Mansfelder Land;15087386;1
Seehausen ;15090520;1
Seeland;15089307;2
Selke-Aue;15085287;1
Sommersdorf;15083485;1
Staßfurt;15089310;2
Steigra;15088355;2
Stendal;15090535;2
Stößen;15084470;1
Südharz;15087412;1
Südliches Anhalt;15082377;1
Sülzetal;15083490;1
Tangerhütte;15090546;2
Tangermünde;15090550;2
Teuchern;15084490;1
Teutschenthal;15088365;2
Thale;15085330;2
Ummendorf;15083505;1
Völpke;15083515;1
Wallhausen;15087440;1
Wallstawe;15081545;1
Wanzleben-Börde;15083531;2
Wefensleben;15083535;1
Wegeleben;15085365;1
Weißenfels;15084550;2
Werben ;15090610;1
Wernigerode;15085370;2
Westheide;15083557;1
Wethau;15084560;1
Wetterzeube;15084565;1
Wettin-Löbejün;15088216;2
Wimmelburg;15087470;1
Wittenberg;15091375;2
Wolmirsleben;15089365;2
Wolmirstedt;15083565;2
Wust-Fischbeck;15090631;1
Zahna-Elster;15091391;1
Zehrental;15090635;1
Zeitz;15084590;2
Zerbst/Anhalt;15082430;2
Zielitz;15083580;1
Zörbig;15082440;2
Aasbüttel;1061001;2
Achterwehr;1058001;2
Achtrup;1054001;2
Aebtissinwisch;1061002;2
Agethorst;1061003;2
Ahlefeld-Bistensee;1058175;2
Ahneby;1059102;1
Ahrensbök;1055001;3
Ahrensburg;1062001;7
Ahrenshöft;1054002;2
Ahrenviöl;1054003;2
Ahrenviölfeld;1054004;2
Albersdorf;1051001;1
Albsfelde;1053001;3
Alkersum;1054005;5
Almdorf;1054006;2
Alt Bennebek;1059001;1
Alt Duvenstedt;1058003;2
Alt Mölln;1053002;3
Altenhof;1058004;2
Altenholz;1058005;2
Altenkrempe;1055002;3
Altenmoor;1061004;2
Alveslohe;1060002;3
Ammersbek;1062090;4
Appen;1056001;3
Arkebek;1051002;1
Arlewatt;1054007;2
Armstedt;1060003;3
Arnis;1059002;1
Arpsdorf;1058007;2
Ascheberg ;1057001;3
Ascheffel;1058008;2
Aukrug;1058009;2
Aumühle;1053003;3
Ausacker;1059103;1
Auufer;1061005;2
Aventoft;1054009;2
Averlak;1051003;1
Bad Bramstedt;1060004;3
Bad Oldesloe;1062004;4
Bad Schwartau;1055004;5
Bad Segeberg;1060005;4
Badendorf;1062003;4
Bahrenfleth;1061006;2
Bahrenhof;1060006;3
Bäk;1053004;3
Bälau;1053005;3
Bargenstedt;1051004;1
Bargfeld-Stegen;1062005;4
Bargstall;1058010;2
Bargstedt;1058011;2
Bargteheide;1062006;5
Bargum;1054010;2
Bark;1060007;3
Barkelsby;1058012;2
Barkenholm;1051005;1
Barlt;1051006;1
Barmissen;1057002;3
Barmstedt;1056002;4
Barnitz;1062008;4
Barsbek;1057003;3
Barsbüttel;1062009;7
Basedow;1053006;3
Basthorst;1053007;3
Bebensee;1060008;3
Behlendorf;1053008;3
Behrendorf;1054011;2
Behrensdorf ;1057004;3
Beidenfleth;1061007;2
Bekdorf;1061008;2
Bekmünde;1061010;2
Belau;1057005;3
Beldorf;1058013;2
Bendfeld;1057006;3
Bendorf;1058014;2
Bergenhusen;1059005;1
Bergewöhrden;1051008;1
Beringstedt;1058015;2
Berkenthin;1053009;3
Beschendorf;1055006;3
Besdorf;1061011;2
Besenthal;1053010;3
Bevern;1056003;3
Bilsen;1056004;3
Bimöhlen;1060009;3
Bissee;1058016;2
Blekendorf;1057007;3
Bliestorf;1053011;3
Blomesche Wildnis;1061012;2
Blumenthal;1058018;2
Blunk;1060010;3
Böel;1059006;1
Bohmstedt;1054012;2
Böhnhusen;1058019;2
Bokel;1056006;3
Bokel;1058021;2
Bokelrehm;1061013;2
Bokholt-Hanredder;1056008;3
Bokhorst;1061014;2
Böklund;1059008;1
Boksee;1057010;3
Bollingstedt;1059010;1
Bondelum;1054013;2
Bönebüttel;1057008;3
Bönningstedt;1056005;3
Boostedt;1060011;3
Bordelum;1054014;2
Bordesholm;1058022;2
Boren;1059187;1
Borgdorf-Seedorf;1058023;2
Borgstedt;1058024;2
Borgsum;1054015;5
Borgwedel;1059012;1
Börm;1059009;1
Bornholt;1058025;2
Bornhöved;1060012;3
Börnsen;1053012;3
Borsfleth;1061015;2
Borstel;1060013;3
Borstel-Hohenraden;1056009;3
Borstorf;1053013;3
Bosau;1055007;3
Bosbüll;1054016;2
Bösdorf;1057009;3
Bothkamp;1057011;3
Bovenau;1058026;2
Böxlund;1059105;1
Braak;1062011;4
Braderup;1054017;2
Brammer;1058027;2
Bramstedtlund;1054018;2
Brande-Hörnerkirchen;1056010;3
Bredenbek;1058028;2
Bredstedt;1054019;2
Breiholz;1058029;2
Breitenberg;1061016;2
Breitenburg;1061017;2
Breitenfelde;1053014;3
Brekendorf;1058030;2
Breklum;1054020;2
Brickeln;1051010;1
Brinjahe;1058031;2
Brodersby;1058032;2
Brodersby;1059016;1
Brodersdorf;1057012;3
Brokdorf;1061018;2
Brokstedt;1061019;2
Bröthen;1053015;3
Brügge;1058033;2
Brunsbek;1062088;4
Brunsbüttel;1051011;2
Brunsmark;1053016;3
Brunstorf;1053017;3
Büchen;1053020;3
Buchholz;1051012;1
Buchholz;1053018;3
Buchhorst;1053019;3
Büdelsdorf;1058034;2
Bühnsdorf;1060015;3
Bullenkuhlen;1056011;3
Bünsdorf;1058035;2
Bunsoh;1051015;1
Burg ;1051016;1
Busdorf;1059018;1
Busenwurth;1051017;1
Büsum;1051013;1
Büsumer Deichhausen;1051014;1
Büttel;1061020;2
Christiansholm;1058036;2
Christinenthal;1061021;2
Dagebüll;1054022;2
Dägeling;1061022;2
Dahme;1055010;3
Dahmker;1053021;3
Daldorf;1060016;3
Dalldorf;1053022;3
Damendorf;1058039;2
Damlos;1055011;3
Dammfleth;1061023;2
Damp;1058040;2
Damsdorf;1060017;3
Dänischenhagen;1058037;2
Dannau;1057013;3
Dannewerk;1059019;1
Dassendorf;1053023;3
Dätgen;1058038;2
Delingsdorf;1062014;4
Dellstedt;1051019;1
Delve;1051020;1
Dersau;1057015;3
Diekhusen-Fahrstedt;1051021;1
Dingen;1051022;1
Dobersdorf;1057016;3
Dollerup;1059106;1
Dörnick;1057017;3
Dörphof;1058042;2
Dörpling;1051023;1
Dörpstedt;1059020;1
Drage;1054023;2
Drage;1061024;2
Dreggers;1060018;3
Drelsdorf;1054024;2
Düchelsdorf;1053024;3
Dunsum;1054025;5
Duvensee;1053025;3
Eckernförde;1058043;4
Ecklak;1061025;2
Eddelak;1051024;1
Eggebek;1059107;1
Eggstedt;1051026;1
Ehndorf;1058044;2
Einhaus;1053026;3
Eisendorf;1058045;2
Elisabeth-Sophien-Koog;1054026;2
Ellerau;1060019;3
Ellerbek;1056013;3
Ellerdorf;1058046;2
Ellerhoop;1056014;3
Ellhöft;1054027;2
Ellingstedt;1059023;1
Elmenhorst;1053027;3
Elmenhorst;1062016;4
Elmshorn;1056015;4
Elpersbüttel;1051027;1
Elsdorf-Westermühlen;1058047;2
Elskop;1061026;2
Embühren;1058048;2
Emkendorf;1058049;2
Emmelsbüll-Horsbüll;1054166;2
Engelbrechtsche Wildnis;1061027;2
Enge-Sande;1054167;2
Epenwöhrden;1051028;1
Erfde;1059024;1
Escheburg;1053028;3
Esgrus;1059109;1
Eutin;1055012;4
Fahrdorf;1059026;1
Fahren;1057018;3
Fahrenkrug;1060020;3
Fargau-Pratjau;1057090;3
Fedderingen;1051030;1
Fehmarn;1055046;3
Felde;1058050;2
Feldhorst;1062093;4
Felm;1058051;2
Fiefbergen;1057020;3
Fitzbek;1061028;2
Fitzen;1053029;3
Fleckeby;1058052;2
Flensburg;1001000;3
Flintbek;1058053;2
Fockbek;1058054;2
Föhrden-Barl;1060021;3
Fredeburg;1053030;3
Fredesdorf;1060022;3
Freienwill;1059182;1
Fresendelf;1054032;2
Frestedt;1051032;1
Friedrichsgabekoog;1051033;1
Friedrichsgraben;1058055;2
Friedrichsholm;1058056;2
Friedrichskoog;1051034;1
Friedrichstadt;1054033;2
Friedrich-Wilhelm-Lübke-Koog;1054034;2
Fuhlendorf;1060023;3
Fuhlenhagen;1053031;3
Galmsbüll;1054165;2
Gammelby;1058057;2
Garding;1054035;2
Garding;1054036;2
Gaushorn;1051035;1
Geesthacht;1053032;5
Gelting;1059112;1
Geltorf;1059032;1
Geschendorf;1060024;3
Gettorf;1058058;2
Giekau;1057021;3
Giesensdorf;1053033;3
Glasau;1060025;3
Glinde;1062018;5
Glücksburg ;1059113;1
Glückstadt;1061029;3
Glüsing;1051036;1
Gnutz;1058059;2
Göhl;1055014;3
Gokels;1058061;2
Goldebek;1054037;2
Goldelund;1054038;2
Göldenitz;1053034;3
Gönnebek;1060026;3
Goosefeld;1058102;2
Göttin;1053035;3
Grabau;1053036;3
Grabau;1062019;4
Grambek;1053037;3
Grande;1062020;4
Grauel;1058062;2
Grebin;1057022;3
Gremersdorf;1055015;3
Grevenkop;1061030;2
Grevenkrug;1058063;2
Gribbohm;1061031;2
Grinau;1053038;3
Gröde;1054039;5
Grödersby;1059034;1
Grömitz;1055016;3
Grönwohld;1062021;4
Groß Boden;1053039;3
Groß Buchwald;1058064;2
Groß Disnack;1053040;3
Groß Grönau;1053041;3
Groß Kummerfeld;1060028;3
Groß Niendorf;1060029;3
Groß Nordende;1056016;3
Groß Offenseth-Aspern;1056017;3
Groß Pampau;1053042;3
Groß Rheide;1059035;1
Groß Rönnau;1060030;3
Groß Sarau;1053043;3
Groß Schenkenberg;1053044;3
Groß Vollstedt;1058065;2
Groß Wittensee;1058066;2
Großbarkau;1057023;3
Großenaspe;1060027;3
Großenbrode;1055017;3
Großenrade;1051037;1
Großensee;1062022;4
Großenwiehe;1059115;1
Großhansdorf;1062023;4
Großharrie;1057024;3
Großsolt;1059116;1
Grothusenkoog;1054040;2
Grove;1053045;3
Groven;1051038;1
Grube;1055018;3
Grundhof;1059118;1
Güby;1058067;2
Gudendorf;1051039;1
Gudow;1053046;3
Gülzow;1053047;3
Güster;1053048;3
Haale;1058068;2
Haby;1058069;2
Hadenfeld;1061033;2
Hagen;1060031;3
Hallig Hooge;1054050;5
Halstenbek;1056018;6
Hamberge;1062025;4
Hamdorf;1058070;2
Hamfelde;1053049;3
Hamfelde;1062026;4
Hammoor;1062027;4
Hamwarde;1053050;3
Hamweddel;1058071;2
Handewitt;1059183;1
Hanerau-Hademarschen;1058072;2
Hardebek;1060033;3
Harmsdorf;1053051;3
Harmsdorf;1055020;3
Harrislee;1059120;3
Hartenholm;1060034;3
Haselau;1056019;3
Haseldorf;1056020;3
Haselund;1054041;2
Hasenkrug;1060035;3
Hasenmoor;1060036;3
Hasloh;1056021;3
Hasselberg;1059121;1
Haßmoor;1058073;2
Hattstedt;1054042;2
Hattstedtermarsch;1054043;2
Havekost;1053052;3
Havetoft;1059037;1
Hedwigenkoog;1051043;1
Heede;1056022;3
Heide;1051044;3
Heidekamp;1062031;4
Heidgraben;1056023;3
Heidmoor;1060037;3
Heidmühlen;1060038;3
Heikendorf;1057025;3
Heiligenhafen;1055021;3
Heiligenstedten;1061034;2
Heiligenstedtenerkamp;1061035;2
Heilshoop;1062032;4
Heinkenborstel;1058074;2
Heist;1056024;3
Helgoland;1056025;5
Hellschen-Heringsand-Unterschaar;1051045;1
Helmstorf;1057026;3
Helse;1051046;1
Hemdingen;1056026;3
Hemme;1051047;1
Hemmingstedt;1051048;1
Hennstedt;1051049;1
Hennstedt;1061036;2
Henstedt-Ulzburg;1060039;5
Heringsdorf;1055022;3
Herzhorn;1061037;2
Hetlingen;1056027;3
Hillgroven;1051050;1
Hingstheide;1061038;2
Hitzhusen;1060040;3
Hochdonn;1051051;1
Hodorf;1061039;2
Hoffeld;1058076;2
Högel;1054045;2
Högersdorf;1060041;3
Högsdorf;1057027;3
Hohenaspe;1061040;2
Hohenfelde;1057029;3
Hohenfelde;1061041;2
Hohenfelde;1062033;4
Hohenhorn;1053053;3
Hohenlockstedt;1061042;2
Hohenwestedt;1058077;2
Hohn;1058078;2
Höhndorf;1057028;3
Hohwacht ;1057030;3
Hoisdorf;1062035;4
Hollenbek;1053054;3
Hollingstedt;1051053;1
Hollingstedt;1059039;1
Holm;1054048;2
Holm;1056028;3
Holstenniendorf;1061043;2
Holt;1059124;1
Holtsee;1058080;2
Holzbunge;1058081;2
Holzdorf;1058082;2
Honigsee;1057031;3
Hornbek;1053056;3
Hörnum ;1054046;2
Horst;1053057;3
Horst ;1061044;2
Horstedt;1054052;2
Hörsten;1058075;2
Hörup;1059123;1
Hövede;1051052;1
Hude;1054054;2
Huje;1061045;2
Hummelfeld;1058084;2
Humptrup;1054055;2
Hürup;1059126;1
Husby;1059127;1
Hüsby;1059041;1
Husum;1054056;3
Hüttblek;1060042;3
Hütten;1058083;2
Idstedt;1059042;1
Immenstedt;1051054;1
Immenstedt;1054057;2
Itzehoe;1061046;3
Itzstedt;1060043;3
Jagel;1059043;1
Jahrsdorf;1058085;2
Janneby;1059128;1
Jardelund;1059129;1
Jerrishoe;1059131;1
Jersbek;1062036;4
Jevenstedt;1058086;2
Joldelund;1054059;2
Jörl;1059132;1
Jübek;1059044;1
Juliusburg;1053058;3
Kaaks;1061047;2
Kabelhorst;1055023;3
Kaisborstel;1061048;2
Kaiser-Wilhelm-Koog;1051057;1
Kaltenkirchen;1060044;4
Kalübbe;1057032;3
Kampen ;1054061;2
Kankelau;1053059;3
Kappeln;1059045;1
Karby;1058087;2
Karlum;1054062;2
Karolinenkoog;1051058;1
Kasseburg;1053060;3
Kasseedorf;1055024;3
Kastorf;1053061;3
Katharinenheerd;1054063;2
Kattendorf;1060045;3
Kayhude;1060046;3
Kellenhusen ;1055025;3
Kellinghusen;1061049;2
Kiebitzreihe;1061050;2
Kiel;1002000;5
Kirchbarkau;1057033;3
Kirchnüchel;1057034;3
Kisdorf;1060047;3
Kittlitz;1053062;3
Klamp;1057035;3
Klanxbüll;1054065;2
Klappholz;1059049;1
Klein Barkau;1057037;3
Klein Bennebek;1059050;1
Klein Gladebrügge;1060048;3
Klein Nordende;1056029;3
Klein Offenseth-Sparrieshoop;1056030;3
Klein Pampau;1053064;3
Klein Rheide;1059051;1
Klein Rönnau;1060049;3
Klein Wesenberg;1062039;4
Klein Wittensee;1058088;2
Klein Zecher;1053066;3
Klempau;1053067;3
Kletkamp;1057038;3
Kleve;1051060;1
Kleve;1061052;2
Klinkrade;1053068;3
Klixbüll;1054068;2
Koberg;1053069;3
Köhn;1057039;3
Koldenbüttel;1054070;2
Kolkerheide;1054071;2
Kollmar;1061118;2
Kollmoor;1061053;2
Kölln-Reisiek;1056031;3
Kollow;1053071;3
Königshügel;1058089;2
Kosel;1058090;2
Köthel;1053070;3
Köthel;1062040;4
Kotzenbüll;1054072;2
Krempdorf;1061054;2
Krempe;1061055;2
